text,Loneliness,Love and Affection,Social Recognition,Self esteem and Belonging,Others,Intensity
グランドソーシングの課題を見逃して、paypay ポイントを逃してしまった時の悲しさは他に例えることはできない,False,,,,,
実家の猫が胸水という病気で亡くなってしまった事。享年0歳。,True,1.0,,,,WEAK
子供達と最近連絡が絶えている,True,1.0,,,,WEAK
田舎の母と兄が同時期入院したこと。,False,,,,,
夏休みなのに仕事が忙しくて休めない,False,,,,,
ものごとの忘れた妻にも注意される,False,,,,,
最近、膝が痛くて悲しい。,False,,,,,
実家で飼っていた猫がなくなった。,True,1.0,,,,WEAK
現在求職中。不採用が続くと私自身が否定されているようで悲しくなります。,True,,,1.0,,WEAK
先週学生時代の恩師であった先生が他界されました。学生時代に、丁寧にご指導頂いて下さった先生で、ゼミの後も不yランクに学生たちと一緒に食事をしながら話し合ってくれた先生だったので、卒業後も何かの時に連絡を取ってお付き合いをさせて頂いておりましたせんでしたので、本当に悲しいことでした。,True,1.0,,,,STRONG
推しのチームが大連敗したこと,False,,,,,
台風がきて、大切に育てていた家庭菜園の野菜が、根腐れでたくさんだめになってしまった事。,False,,,,,
自分のお気に入りのサーフボードが壊れてヒビが入った,False,,,,,
大事に育てていたひまわりが台風で茎ごと折れてしまった。,False,,,,,
毎週末楽しみにしている晩酌が仕事の都合で出来なかった,False,,,,,
外国人の店員に頑張って用件を伝えたがだめだった,False,,,,,
長い間付き合いがあった親戚と疎遠になってしまった,True,1.0,,,,WEAK
上司や同僚に 上手く思いが伝わらない,True,,,1.0,,WEAK
元気だった父親が入院した,False,,,,,
おばあさんが転んで体を痛めていた,False,,,,,
タブレットスタンドの購入で少々高くても日本の中小企業応援でポチッたが届いたらmade inchinaやった,False,,,,,
仲の良かった妹が0年前に癌で他界した。その前年、親友が誤飲性肺炎で他界した。どちらも0歳であった。,True,1.0,,,,WEAK
飼っていて愛情をかけて育てたペットが死んだとき,True,1.0,,,,WEAK
特売0日目に行ったら商品が初日で売り切れてた。,False,,,,,
fxの話になるが自動売買をしていて全く稼げないうちに朝起きたら強制ロスカットになっておりお金が0円になっていた。数十万を一瞬で失ったことがショックで何もする気が起きない。今もそんな状態。,False,,,,,
親戚のおじさんが亡くなった,True,1.0,,,,WEAK
反抗期の子供があまり話を聞いてくれないので会話にならず小さいときの素直さを思い出しては悲しくなる。,True,1.0,1.0,1.0,,WEAK
野良猫が毎回自分を覚えてくれないことが悲しい,True,1.0,,,,WEAK
昨年叔父が亡くなったこと。,True,1.0,,,,WEAK
買おうと思ってお気に入り登録していた商品が値上がりしてしまって悲しい。,False,,,,,
とても逮捕されたことが悲しくて,False,,,,,
再就職がなかなか決まらない。,False,,,,,
お付き合いしている彼女から手紙をもらったが、内容的にはとても嬉しかったが誤字などが多かった,False,,,,,
0月に仕事をやめたことです。,False,,,,,
母が父との暮らしで我慢を強いられていたと知ったこと,False,,,,,
娘の旦那が仕事で、花火大会にこれず悲しい,False,,,,,
花火大会が台風で中止になった,False,,,,,
仕事を急にキャンセルされた,False,,,,,
サッカーの試合で負けた,False,,,,,
休日出勤があって悲しい,False,,,,,
近所の川にいるカモの羽に釣り糸が絡んでいた。人間は何と勝手で利己的なのかと悲しくなった。,False,,,,,
週末の予定がキャンセルになった,False,,,,,
今年、0才の母が亡くなりました。年も年だし、覚悟はしてましたが、悲しくて、辛くて、涙が止まりませんでした。でも、日が経つにつれて、自分ももう0才だし、母との別れも、そんなに長いもんじゃない。その内行くから、父と兄と0人で待っててねと、思う日々です。,True,1.0,,,,STRONG
仕事上で割り当てられる仕事に自分だけ進展がないこと,True,,1.0,,,WEAK
父親が老いて、認知度が始まったっぽい。,False,,,,,
行きたかったライブのチケットが取れなかった。,False,,,,,
仕事関係の方が体調不良だと聞いていたが不幸にもなくなった事,True,1.0,,,,WEAK
順番待ちを守らない人です,False,,,,,
飼い犬が死んでしまった。,True,1.0,,,,WEAK
最近悲しいニュースが多い。,False,,,,,
運転中に自損事故を起こしたこと,False,,,,,
成人した息子と連絡が取れない,True,1.0,,,,WEAK
親が亡くなったことです,True,1.0,,,,WEAK
台風で甲子園の応援に間に合わなかったった吹奏楽部,False,,,,,
お盆休みの帰省で父の墓前に手を合わせた時、父のことを思い出して。,True,1.0,,,,WEAK
老化のせいで物覚えがわるくなり、先日車のキーが見つからず、0日さがしまくった。,False,,,,,
パニック障害で完治不明で障害等級0級になる,False,,,,,
ご近所のお婆さんが亡くなった,True,1.0,,,,WEAK
好きな劇団の舞台が、また中止になった。,False,,,,,
電力会社の「節電チャレンジ」が達成できなくて悲しいです。,False,,,,,
上司のパワハラで、うつ病を発症して、0年、心も身体もボロボロになって、全てを失いました。悲しいです。,True,,1.0,1.0,,STRONG
義理実家に行って、義理姉とうまくいかなかった,True,,,1.0,,WEAK
郵便局で不審者扱いされた事,True,,,1.0,,WEAK
仕事の枠が取れなくて悲しい,False,,,,,
いいことがないから、悲しい,False,,,,,
株が下がりすぎで悲しい,False,,,,,
嫁が子供たちを連れて実家に帰省したこと。,True,,1.0,,,WEAK
お昼を食べに行ったら店がものすごく混んでいて入店をあきらめた。お目当てのものが食べられなかった。,False,,,,,
人の気持ちのわからない人に会って悲しかった,False,,,,,
孫が親の転勤で遠くへ引っ越した。,True,1.0,,,,WEAK
何か人から嫌われる感覚がある,True,,,1.0,,WEAK
歯医者との意志疎通ができず泣き寝入りしてしまった。少し前なら徹底的に文句を、いっていたと思うがそれだけの活力もなく、情けないというか悲しい,False,,,,,
入院した夫が退院した日に亡くなった,True,1.0,,,,WEAK
嫁さんと口喧嘩をしたこと。,True,1.0,,,,WEAK
祖父が闘病の末亡くなったこと。,True,1.0,,,,WEAK
ウクライナ情勢で子供達に被害がでていること,False,,,,,
感覚過敏は生まれつきだった,False,,,,,
ハワイマウイ島の山火事,False,,,,,
ネット上に投稿した作品に反応がないこと,True,,1.0,1.0,,WEAK
休みの人のかわりに仕事を引き継いでいたのに、その人と比較された。〇〇さんはさっさとやってくれるよ、というようなこと。,True,,1.0,1.0,,WEAK
コロナ禍の中、遠くに住む大学生だった息子が家に帰って来たいと切望していたにもかかわらず、長距離の移動をせずに一人暮らしのマンションに自粛するように言って、精神的に辛い思いをさせてしまった。,False,,,,,
クラウドソーシングのタスクを一分おきに出すと言う訳のわからない事をしだした時,False,,,,,
なでしこジャパンが負けてしまった。,False,,,,,
友人にプレゼントしたパクチーの種が発芽しなかった,False,,,,,
家族に理不尽なことばかり言われ続けているのが毎日続いたこと,True,1.0,,,,WEAK
台風により友達と会う予定がなくなったこと,True,1.0,,,,WEAK
連絡の取れなくなった人がいること,True,1.0,,,,WEAK
人に話しかけても無視されたので悲しい,True,1.0,,,,WEAK
小さい頃から可愛がってくれていた叔母が亡くなった,True,1.0,,,,WEAK
最も親しい友人が癌で亡くなった,True,1.0,,,,STRONG
中日ドラゴンズが試合で負けた。,False,,,,,
信用していた人が信用できなくなったこと,True,1.0,,,,WEAK
陰部にできものができて痛い,False,,,,,
友達と連絡が取れなくなった,True,1.0,,,,WEAK
岸田さんが核廃絶に否定的な事,False,,,,,
利益がでず、ボーナスが出なかった,False,,,,,
子供達に死ねと言われた。,True,1.0,,,,WEAK
0年飼っているネコにせがまれたので撫でていたらいきなり手を噛まれて血が出た。,True,1.0,,,,WEAK
仲の良かった知人が亡くなった。,True,1.0,,,,WEAK
応援していた方が亡くなったことです。,True,1.0,,,,WEAK
台風被害 実害はなかったのですが 悲しい出来事です,False,,,,,
お盆休みに出かけることもなく仕事していること,False,,,,,
以前、ペットとして犬を飼っていました。雑種でしたが子犬の時からです。最後は老衰状態になっていて自分だけでは歩けなくなっていました。冬の寒い時に雪が降っていましたが、いったん雪がかからないところに移してやったのですが、なぜか動いて雪にかかりながら死んでしまいました。とても悲しい思い出です。,True,1.0,,,,STRONG
親戚の叔母が亡くなった。,True,1.0,,,,WEAK
礼真琴さんが休演することになってしまったこと,True,1.0,,,,WEAK
姉が母の面倒を見るのはお金次第だと宣言した,False,,,,,
連れ合いとはここ数年別居生活をしており、0人の子供たちはそれぞれ結婚、独立と家を出ています。唯一の同居人であるワンちゃんと二人で平温無事に何とか生活していたところ、ごく最近そのペットが不慮の事故で急死してしまいました。世の中にはよくある話ですが、人が落ち込んでいるときに声かけしてやろうという気持ちがないわが子供たちにはなんかこころ寂しいものを感じてしまいました。,True,1.0,,,,STRONG
坂本龍一さんが死去した事,True,1.0,,,,WEAK
好きなこに振られて悲しい。,True,1.0,,,,WEAK
欲しかったものが買えなかった。,False,,,,,
お盆は何処にもでかけなかった,False,,,,,
高校時代の同級生が急死したこと,True,1.0,,,,WEAK
大事に大事にしていたメガネに傷が付いた,False,,,,,
子供が同級生にバイ菌と言われ、悲しんでいる姿を見て切なくなった。,False,,,,,
認知症の母が色々忘れていくことが悲しい。,False,,,,,
可愛がっていた猫がいなくなった,True,1.0,,,,WEAK
高校野球で応援していた大垣日大が逆転負けしてしまったこと,False,,,,,
コロナ感染で家族に迷惑を掛けた,False,,,,,
天気が悪く洗濯物をためて息子に今日持って行きたかったと言われたこと,False,,,,,
お気に入りのマグカップが割れてしまったこと。,False,,,,,
彼氏が好きかどうか分からなくなった。,False,,,,,
私は映画が好きで、しょっちゅう映画館に行っているのですが、この間映画館で見た作品にとても悲しく思いました。その映画はドキュメンタリーなのですが、その映画で写されている人たちが、今まで自分がまったく考えたことのないような危機に陥っており、なんだか自分の悩みなんてちっぽけだなと思ってしまいました。映画をみると私はいつも、自分の立ち位置を確認するような思いです。,False,,,,,
録画がされていなかった,False,,,,,
母が長年やっていたお店をたたむことになったこと,False,,,,,
知り合いのひとがなくなって悲しかった,True,1.0,,,,WEAK
仕事がうまくいかなかった。,True,,1.0,,,WEAK
咳が止まらなくて夜寝れなくて悲しい,False,,,,,
母に体調不良を心配されなかった,True,1.0,,,,WEAK
サッカーワールドカップで女子がスウェーデンに負けたこと,False,,,,,
クラウドソーシングのタスク掲載時間が時間差小出しに仕様変更されて悲しい,False,,,,,
更年期症状がひどくて、何もできなくて悲しい。,False,,,,,
母が玄関で転んで、肋骨にひびが入った。,False,,,,,
仕事が見つからずストレスやイライラする,False,,,,,
前の会社の社長からパワハラを、受けて毎日悲しかった。,True,,1.0,,,STRONG
台風0号により、自宅近くでも浸水等の被害があり、悲しい。,False,,,,,
必死で単位を落とさないように、アルバイトや娯楽を捨てて大学の勉強をしてきて、現在理系0年生で就活も研究も落ち着いてきた夏休み、あこがれのチェーン店のアルバイトしようと面接にいったら大学0年生は、すぐやめるからと言って落とされた。結局、文系はずっと暇でずるいなと思った悲しい出来事,False,,,,,
職場の正社員の人がリストラにあった。,False,,,,,
私より一つ下のいとこが亡くなった。,True,1.0,,,,WEAK
自販機で飲み物を買おうと思ったら、小銭をドブの穴に落としてしまった。,False,,,,,
日帰り旅行に行きましたが、体調不良でほとんど楽しめませんでした。,False,,,,,
自転車が修理不能で廃車になった事,False,,,,,
台風の影響で近くに雷が落ちて、近所の山の木が半分に折れて倒れていたのを見て驚きました。,False,,,,,
嫁の母が危篤状態になったこと,True,1.0,,,,WEAK
父方の祖父を亡くした。,True,1.0,,,,WEAK
子供との夏休み予定がキャンセルになった,False,,,,,
この一週間、息子のtwitterが更新されず心配していること,False,,,,,
子供がコロナに感染した。,False,,,,,
日航機墜落事故から0年,False,,,,,
友だちと会う予定だったが、友だちがコロナになってしまい延期になってしまった。,True,1.0,,,,WEAK
課題の期限がおわってた,False,,,,,
人との繋がり、そのうち・・・では遅い。年齢的にも先方が故人になっている場合もあります。伝えたい事、連絡などは、ワンチャンスと思って、かならず実践しなければ、永遠の夢となってしまいます。0歳の大学の恩師に、「0年前、某氏をプロジェクトに紹介したのは私です」と伝えたら、「長年の謎が、やっと解けた。君だったのか。感謝する。大学の全員が知りたがっていた謎だった」には驚きました。,False,,,,,
予定していたことが、雨で中止となった。,False,,,,,
理想の自分になれないこと。,False,,,,,
0年間使用したエコバッグが壊れてしまった。0年という短期間で壊れてしまって悲しい。,False,,,,,
自分たちは残業をしてもお金になるが、仕事で聞いてないことばかりでお金にならない残業をかなりさせられるが、お金にならない残業をするのが当たり前だと思われていること。,False,,,,,
今年の春に前職で一緒だった先輩か亡くなった,True,1.0,,,,WEAK
お気に入りの商品が実店舗から消えてしまったこと,False,,,,,
災害が各地で起きていること,False,,,,,
友人に嘘をつかれ裏切られた,True,1.0,,,,WEAK
ペットのハムスターが闘病の末亡くなった。,True,1.0,,,,WEAK
スーパーへ焼肉に準備で買い物へ行ったが、希望の牛肉が売り切れていた。,False,,,,,
ミュージカルのチケットが外れた,False,,,,,
ゴルフで大叩きしたこと,False,,,,,
0歳以降身体の疲れが取れにくく疲れやすいと感じるようになりました。階段を歩くと膝も少し痛くて、湿布や痛み止め薬が手放せません。同じく腰痛がひどくなり、座っていると痺れて痛みが続くためすごく悩んでいます。,False,,,,,
ニュース報道の偏見のある報道の仕方が悲しい。,False,,,,,
約束してたのにドタキャンされた,True,1.0,,,,WEAK
想像していたものと違うとき,False,,,,,
日本政府が豪雨禍の被災地にろくな援助をせず、ハワイの山火事被害にはただちに我々の税金を拠出すること,False,,,,,
通院していた病院の先生が健康を理由に引退されたこと,True,1.0,,,,WEAK
paypayカードを作りたいのですが、職場の電話番号を入力できないため、paypayカードを作れませんでした。フリーランスの方は、職場の電話番号はそもそもないので、なんでこんな仕組みなのか悲しかったです。,False,,,,,
切ない映画をみて、感傷に浸った。,False,,,,,
水を床一面にひっくり返してしまった,False,,,,,
予定していた沖縄旅行がたいふうで中止になった。,False,,,,,
盆休みの後半に久々に友人と会う約束をしておりとても楽しみにしていたが、台風の影響でキャンセルとなった。,True,1.0,,,,WEAK
うどんを作っていたら誤って胡椒を大量に振りかけてしまった。,False,,,,,
知人が殺されたり、家族や友人と大喧嘩する夢を見て私はとても悲しい気持ちになった。,False,,,,,
スマホの画面にヒビが入った事,False,,,,,
仕事上自営業をしており0年ぐらいの付き合いで仲良く仕事を貰ってた業者さんに0万円踏んだおされました。その業者は夜逃げしてしまい弁護士に相談したら勉強代だと思って諦めた方が良いと言われました。本当に人間不信になります。,True,1.0,,,,STRONG
ラグビーワールドカップで、山中選手が選出されなかったこと,False,,,,,
大切な人が亡くなったこと,True,1.0,,,,WEAK
大好きな公演のチケットを手に入れ、ワクワクして当日を待っていた。しかし、当日になってイベントは台風のため中止となり、長い間楽しみにしていたはずの時間が一瞬で消えてしまった。,False,,,,,
再婚してから、住む所も変わり友人達と疎遠になってしまった事。,True,1.0,,,,WEAK
楽しいお盆休みに孫たち一家が来て、アッと言う間に帰る日になってしまい悲しい気持ちでいっぱいになった。遠く離れて住んでいると帰る時になると毎回そんな気持ちになる。,True,1.0,,,,WEAK
母と父の死。甥と義理の妹の死。,True,1.0,,,,WEAK
前回買って気に入った室内着をオンラインで再度購入したのですがちゃんとチェックしてなかったのか値段と色、サイズばかり気にしてて肝心の生地が違うものを購入してしまってました返品も可能とのことですが送料や各種手続きも面倒なので泣く泣く諦めました,False,,,,,
全国高校野球選手権が開催されているが、自分の出身高校が0回戦で敗退してしまいとても悲しい,False,,,,,
勤務先の環境により、うつ病になってしまったのに、組織としての対応に失望した。,True,,1.0,,,WEAK
洗濯槽がカビだらけで悲しい,False,,,,,
高校野球で母校が地区予選の0回戦で負けたので悲しいです。,False,,,,,
なないさんが亡くなった。,True,1.0,,,,WEAK
親戚のおじさんが今月亡くなってしまった事,True,1.0,,,,WEAK
為替トレードで損失を出した,False,,,,,
収入に対して支出の割合が増えてきた,False,,,,,
と言うゲームを始めたのだが、何をやるにしても暴力的な解決しかよういされておらず、対話が一切ないという殺伐とした世界観で悲しいと思った。,False,,,,,
ようやく入ったラッシュを駆け抜けたseed,False,,,,,
離れて暮らしていた父親が入院していたが、連絡を受けて病院に行った時には亡くなっていて、死に目に会えなかった。,True,1.0,,,,WEAK
飼っていた鳥を学校の鳥籠に寄付したら、他の鳥にいじめられて可哀想でした。,False,,,,,
体調が悪くなり、治療や食事等妻に迷惑をかけてしまった,False,,,,,
パートの仕事時間が減らされて、悲しい,False,,,,,
支払いだけに追われる生活で食べ物さえ買えない。,False,,,,,
会社で閑職に追いやられて半年ほど経つが、回復の目処は全く見えない。,True,,1.0,,,STRONG
ガソリンスタンドでタイヤ交換をしたら整備不良で走行中にタイヤがはずれしんでもおかしくない事故にあったのにガソリンスタンドは非を認めるところか私をクレーマーあつかいした。,False,,,,,
親を施設に入れることになった,True,1.0,,,,WEAK
良い年をした息子なのですが、とにかくだらしなくて困ってます,False,,,,,
昔からの知り合いで仕事仲間でもある友人を事故で亡くした。,True,1.0,,,,WEAK
0年共に生きた愛犬の死,True,1.0,,,,WEAK
台風で旅行をキャンセルした,False,,,,,
大切な友達が亡くなった。,True,1.0,,,,STRONG
0月0日、広島から東京の新幹線がかなり遅れた。,False,,,,,
台風0号であちこちに被害があった,False,,,,,
人間ドックの結果が思わしくなかったこと,False,,,,,
買ったばかりの新車に傷がついていた。,False,,,,,
母が余命宣告されたこと,False,,,,,
同年代で年収がこんなにも違うのか,False,,,,,
友人がsnsのアカウントを変えたのに私にだけそのアカウントを教えてくれなかった,True,1.0,,,,WEAK
娘家族内でクラスター発生,False,,,,,
息子の誕生日を一緒に祝えなかったこと,False,,,,,
上司にサボるための道具にされた,False,,,,,
うつ病が再発し、休んでいる。職場に迷惑をかけている。,True,,,1.0,,WEAK
友人の誘いを受けられないことが悲しい,True,1.0,,,,WEAK
会えるはずだった人がコロナにかかってしまって、会うのがちょっと延期になってしまったこと,True,1.0,,,,WEAK
自分の不注意で愛用していたスマホが壊れた,False,,,,,
夫のボーナスが下がった,False,,,,,
家にあった大事な食器を落として壊してしまったこと,False,,,,,
0人目の孫の学校生まれたが、病院では同居の家族しか面会ができないので会えなくて悲しかった。,True,1.0,,,,WEAK
春から種から育て始めたトマトとヒマワリが、今年の酷暑のせいか上手く育たなくてトマトは実が付かず、ヒマワリは咲かない状態で諦めて処分した事。,False,,,,,
マンションに住んでいて、私は臭いを出していないし感じていないのに、私の部屋をピンポイントで名指しして 私の部屋から悪臭がすると管理会社を通して匿名でクレームがありました。ご近所さんに聞いてもクレームを言っていないことを確認しています。クレームの後、ずーと体調が悪いです。,False,,,,,
長年使用していたメガネが壊れた,False,,,,,
簡単だと思った試験でcをとった,False,,,,,
妻が亡くなり、さらに友人、先輩と親しい人が続けて亡くなった,True,1.0,,,,STRONG
今年度から、嫌な部署に配属された。,False,,,,,
今年の0月から始まった抗がん剤治療で髪の毛が沢山抜けてしまった。,False,,,,,
明石花火大会歩道橋事故,False,,,,,
物価の高騰で家計が苦しいこと,False,,,,,
医師が過労のため自殺をしたが、使用者は言い訳ばかりで、ほとんど責任を感じていない。残された家族を見ると、悲しい。,False,,,,,
歳の一つ違いのいとこが亡くなった事,True,1.0,,,,WEAK
高校時代の友人が交通事故で無くなってとても悲しいです。,True,1.0,,,,WEAK
自転車が壊れてタイヤが交換になった,False,,,,,
図書館で予約していた本を受け取れなかった,False,,,,,
仕事で今年度の昇格の辞令に名前が入っていなかったこと。,True,,1.0,,,WEAK
好きだったアニメが終了してしまった。,False,,,,,
マットレスを購入したが、不良品で、交換となり、手配されるまで連絡をお待ちくださいと、だが一向に連絡がないから連絡すると、忘れられてた、怒りを通り越して、悲しい。,False,,,,,
洗車して次の日の朝見たら黄砂で真っ白だった。,False,,,,,
以前から継続的に買っていたお菓子の容量が減ってしまっている事に気づいて悲しかった。,False,,,,,
0日かけてパソコンにデータを入力後、保存せずにファイルを閉じてしまった。0日が失われてた。悲しい。,False,,,,,
先日言ったゴルフで0以上のスコアになってしまったのは大変悲しい出来事でした,False,,,,,
釣りに行ったけれど、ほとんど釣れなかった。,False,,,,,
治療しても毎日歯を磨いていてもしばらくするとすぐ虫歯になってしまう,False,,,,,
家を建て替える予定で住宅展示場にいき、各ハウスメーカーの営業と接したが、各自必死でとてもその表情が印象的だった,False,,,,,
ゴールデンウィークにどこへも出かけなかった。,False,,,,,
冬の間毎日家に来ていた渡り鳥のツグミが、春になったので北へ帰ってしまった。仕方ないことだと思いつつも、日々パンをあげるのを楽しみにしていたので、心にぽっかりと穴が開いたようで寂しく悲しい。,True,1.0,,,,WEAK
健康診断で蛋白質不足と診断されたこと,False,,,,,
北陸の地震で人が亡くなったこと,False,,,,,
飼っていたインコが、年なのか朝死んでいた時。,True,1.0,,,,WEAK
長年付き合ってきた友人が認知症を発症、今まで通りの付き合いができなくなった。,True,1.0,,,,WEAK
記録的な大雨でbsが映らなくなった,False,,,,,
戦争が終わらない、死者が多く出ている。日本はgwとかいって浮かれている。とてもそんな気にはならない,False,,,,,
子どもに話しかけられても無視された,True,1.0,,,,WEAK
今月、父親が亡くなって悲しい,True,1.0,,,,WEAK
親や親と同世代の知人などが、死へ近づいていると思うと切なく寂しく悲しい気持ちになる。,True,1.0,,,,WEAK
天然記念物の宮崎県の馬が当て逃げでびっこをひいて歩いているのをニュースで見た,False,,,,,
夫の扶養に入れなかったこと。,False,,,,,
戦争が続き犠牲者の情報が流れるたびに悲しい気持ちになる,False,,,,,
小さい頃からずっと親しくしていた親戚が、交通事故で亡くなって、悲しかった。,True,1.0,,,,WEAK
田舎の親友が膵臓癌で亡くなってしまい、とても悲しいです。,True,1.0,,,,WEAK
他人の気持ちより、自身の立場を考えて行動する隣人の有様。,False,,,,,
弁当が美味しくなかった,False,,,,,
0月連休で子供達が帰省し、楽しい時をすごしたが、帰ると夫婦0人になり、又盆休みまでかと思うと悲しくなる。,True,1.0,,,,WEAK
長い間介護状態にあり、施設で暮らしていた父が亡くなりました。最期は家で看取りたかった。,True,1.0,,,,WEAK
元請けが変わって年収がガタ落ちしているのが悲しい。,False,,,,,
同じdvdを買ってしまった,False,,,,,
ゴールデンウィークの途中に体調を崩して悲しい,False,,,,,
三才と一才の孫と久しぶりに会ったがなかなか遊ぶ時間がとれなかった。,False,,,,,
欲しいものが買えなかった,False,,,,,
父が隠れて禁止されているお酒を飲んでいた,False,,,,,
テレビでよく見てた芸能人が亡くなった,True,1.0,,,,WEAK
主人の膀胱癌再発のおそれ,False,,,,,
引っ越し先の裏に騒音主が引っ越してきた,False,,,,,
子供がもしかしたら障害を持つことになるかもしれない,False,,,,,
映画を見に行ってとなりの人が騒がしくて悲しい,False,,,,,
野良猫に鉄の吹き矢を撃った人がいるというニュースを見たこと,False,,,,,
パチンコに連敗で悲しい,False,,,,,
夫に自分を認めて貰えず、悲しい思いをした。,False,,,,,
お向かいのお父さんが病気になったこと,False,,,,,
知り合いから裏切られてしまい、人を信じられなくなりそうです,True,1.0,,,,WEAK
子供の頃から知っている著名人の訃報があった,True,1.0,,,,WEAK
競馬の予想が外れ悲しい,False,,,,,
夫の裏切り 不倫が発覚しました,True,1.0,,,,WEAK
ゴールデンウイーク中、どこにも行かなかったので悲しかった。,False,,,,,
エンジェルスが大量失点で負けて悲しい。,False,,,,,
震度0弱の地震が北陸で発生し、運悪くハシゴに乗っていた方が亡くなられなこと。,False,,,,,
なんといっても父親との別れでした。今でも忘れる事はできないしこれからもずっと忘れないと思います。,True,1.0,,,,WEAK
野球の応援しているチームが、負けている。,False,,,,,
よく庭に遊びに来ていてよくなれていた野良猫が最近ぱったりと来なくなってしまったこと。,True,1.0,,,,WEAK
子供の新生活にかかる出費で貯金を崩した。,False,,,,,
ベイスターズ対ヤクルト0点差リードからの逆転サヨナラホームラン負け,False,,,,,
浦和レッズの優勝がまったく報道されない,False,,,,,
東京で行われたイベントに行きたかったが行けなかった,False,,,,,
スーパーで買い物したが商品が痛んでいた。,False,,,,,
息子から帰省の連絡がなかった,True,1.0,,,,WEAK
飼っていた猫が死んでしまったこと。,True,1.0,,,,WEAK
よそったお味噌汁をこぼして悲しい。,False,,,,,
世界ではまだ戦争が続いている,False,,,,,
娘が離婚するかも知れなくなった。,False,,,,,
強い風が吹いて庭先の花が散ってしまって悲しい,False,,,,,
長年使ってきた食器が破損した,False,,,,,
子供が帰省したが帰っていった,True,1.0,,,,WEAK
財布を落としてしまった,False,,,,,
財布を落としてしまった,False,,,,,
楽しみにしている漫画連載が最終回となることを知った時,False,,,,,
実母が脊柱菅狭窄症なんですが、0ヶ月前から症状がよくなっていたが、昨日からまた痛くなって悲しいです。,False,,,,,
生きている意味を見出せない,False,,,,,
ライフステージがかわり、友達が減っていくこと,True,,,1.0,,WEAK
食べようと思っていたケーキが、既に食べられていたこと,False,,,,,
気力が 続かず 気分が落ち込んでいる,False,,,,,
gwどこにも行けなかった,False,,,,,
ロシアとウクライナの戦争で、ロシアが白リンを使った焼夷弾を使用というニュースを見た。,False,,,,,
gwの最終日に一日中雨が降った,False,,,,,
ゴールデンウィークが終わってしまって悲しい。,False,,,,,
かなしいこと、いままでにある嫌がることを妻にやらないようにたのんでいるのにいつまでったっても変わってくれない,True,,1.0,,,WEAK
体の不調が気になるところがあって悲しい,False,,,,,
大切にしていたものに傷をつけてしまった,False,,,,,
子供が部活で怪我をした,False,,,,,
キャリアを積んでこなかった為に、自分の子供位の人間にこき使われている事。,True,,,1.0,,WEAK
ロシアとウクライナの戦争の記事,False,,,,,
親友とお世話になった知人がコロナで亡くなり、喪中はがきが届いた。,True,1.0,,,,WEAK
お仕事の依頼がコロナで減って悲しかった,False,,,,,
ペットのうさぎが思っていたより早く死んだ,True,1.0,,,,WEAK
フリマで買った商品が残念だった,False,,,,,
昨年母が亡くなりとてもショックでした,True,1.0,,,,STRONG
お気に入りのお皿を割った,False,,,,,
どこに行くでもなくgwが終わってしまったこと,False,,,,,
ゴールデンウィークに久しぶりにドライブしたら、警察に止められた,False,,,,,
実家の父がメダカをたくさん育てているので、私も何匹かもらってきました。夏の暑い日のこと、水槽の水が汚れていたのでキレイにし、ピカピカにしてメダカ達も気持ち良さそうだったのですが、まだ水道水のカルキが抜けきっていないのが心配で、買い物に行っている間だけ日光の当たる所にメダカの鉢を出しておきました。しかしその日は記録的な猛暑日。帰宅して目撃したのは水面に程よく茹で上がってシラスのようになったメダカ達。玄関先で膝から崩れ落ち、しばらくそこから動けませんでした。,False,,,,,
人気のスコーンのお店に買いに行ったら売り切れていました。,False,,,,,
ロシアのウクライナ侵攻,False,,,,,
可愛がっていたペットが亡くなったこと,True,1.0,,,,WEAK
お金も無いことからゴールデンウィークに子供達を何処にも連れていってあげれず不甲斐なかった。,False,,,,,
高校時代の友人が心筋梗塞で亡くなったこと,True,1.0,,,,WEAK
ネットオークションで競り負けた,False,,,,,
昔から知っている芸能人の相次ぐ訃報,True,1.0,,,,WEAK
お気に入りのお菓子が販売終了になった,False,,,,,
会社を事実上クビになった。,False,,,,,
飼い犬が、亡くなった。,True,1.0,,,,WEAK
ひどいことを言われ、傷ついた,True,1.0,,,,WEAK
外が暑くて、日課のウォーキングできなくなってきた。,False,,,,,
強風と雨が吹き付けるときに外出しなくてはならず、傘を必死で持っていたら、傘が折れたこと。,False,,,,,
地震のニュースの被害報道,False,,,,,
久しぶりに祖母に会いに行ったら認知症が少し進行していた,True,1.0,,,,WEAK
実家の空き家を売りに出すために親の遺品を整理しているが、生前の思い出が思い起こされて、もういないと思うとが悲しいです。,True,1.0,,,,WEAK
諸般の事情で転勤をさせられた事,True,,1.0,,,WEAK
最近母が認知症と思われる行動を頻発していること。,True,1.0,,,,WEAK
生前中、迷惑ばかりかけていた母親が他界してしまった。何にも親孝行出来なかった。,True,1.0,,,,WEAK
失恋してしまったときや家族を亡くしてしまったとき,True,1.0,,,,WEAK
物価高で生活必需品にまで及び、家計を圧迫している。,False,,,,,
義理の父が亡くなったこと,True,1.0,,,,WEAK
雨で大切なポスターが濡れてしまった,False,,,,,
保険屋が手続きを進めてくれない,False,,,,,
ゴールデンウィークが終わって悲しい,False,,,,,
育てていた家庭菜園の野菜が害虫に食われてしまったこと,False,,,,,
